prompt_id,prompt_variant,layer,lens,p_top1,top1_token_id,top1_token_str,p_answer,answer_rank,kl_norm_vs_raw_bits
pos,orig,29,norm,0.025046342983841896,118164,这个名字,2.1526602722587995e-05,7011,25.548248426908156
pos,orig,29,raw,0.4746513366699219,33323,-minded,1.1049977122548627e-12,3183,25.548248426908156
pos,orig,30,norm,0.2631699740886688,118164,这个名字,6.450216005760012e-06,8818,19.316084214507214
pos,orig,30,raw,0.9705981612205505,118164,这个名字,1.0623886388739828e-15,1555,19.316084214507214
pos,orig,31,norm,0.5196493268013,2130,____,2.6226622139802203e-05,1054,17.673506809201875
pos,orig,31,raw,0.6817842721939087,115889,这座城市,2.8321214731036326e-12,114,17.673506809201875
pos,orig,32,norm,0.8975803256034851,2130,____,0.0005826965789310634,10,10.823937262954312
pos,orig,32,raw,0.7141648530960083,19846, Berlin,0.7141648530960083,1,10.823937262954312
pos,orig,33,norm,0.9313669800758362,2130,____,0.0025335305836051702,4,41.306688518777655
pos,orig,33,raw,0.9999090433120728,19846, Berlin,0.9999090433120728,1,41.306688518777655
pos,orig,34,norm,0.9093931317329407,2130,____,0.01557096652686596,3,72.26423709435218
pos,orig,34,raw,0.9999972581863403,19846, Berlin,0.9999972581863403,1,72.26423709435218
pos,orig,35,norm,0.877859890460968,2130,____,0.009869921952486038,4,97.96981525026963
pos,orig,35,raw,1.0,19846, Berlin,1.0,1,97.96981525026963
pos,orig,36,norm,0.9530214071273804,19846, Berlin,0.9530214071273804,1,4.191869359738718
pos,orig,36,raw,1.0,19846, Berlin,1.0,1,4.191869359738718
pos,orig,37,norm,0.7098873853683472,30743, ____,0.0015728322323411703,4,98.57812201395501
pos,orig,37,raw,1.0,19846, Berlin,1.0,1,98.57812201395501
pos,orig,38,norm,0.5586747527122498,30743, ____,0.04573408141732216,3,93.88664442932104
pos,orig,38,raw,1.0,19846, Berlin,1.0,1,93.88664442932104
pos,orig,39,norm,0.8122984170913696,19846, Berlin,0.8122984170913696,1,9.215797663657739
pos,orig,39,raw,1.0,19846, Berlin,1.0,1,9.215797663657739
pos,orig,40,norm,0.34514033794403076,19846, Berlin,0.34514033794403076,1,49.016431357107365
pos,orig,40,raw,1.0,19846, Berlin,1.0,1,49.016431357107365
pos,no_filler,25,norm,0.0009792253840714693,2130,____,4.987680313206511e-06,74630,8.648553477692369
pos,no_filler,25,raw,0.46493807435035706,118164,这个名字,1.7322473455649856e-09,83575,8.648553477692369
pos,no_filler,26,norm,0.0029668351635336876,2130,____,8.066727787081618e-06,36374,13.513121281460704
pos,no_filler,26,raw,0.44503679871559143,2130,____,9.314963245188324e-10,28479,13.513121281460704
pos,no_filler,27,norm,0.012472112663090229,2130,____,6.701505299133714e-06,39000,20.68705698654156
pos,no_filler,27,raw,0.8088458180427551,115889,这座城市,1.1436161045930149e-11,13978,20.68705698654156
pos,no_filler,28,norm,0.06220508739352226,2130,____,5.71255577597185e-06,35442,26.138889132696903
pos,no_filler,28,raw,0.6095197200775146,118164,这个名字,3.369405584619303e-14,8733,26.138889132696903
pos,no_filler,29,norm,0.43148478865623474,115889,这座城市,3.7457075450220145e-06,14196,15.837355363113804
pos,no_filler,29,raw,0.9935221076011658,115889,这座城市,6.484919192559804e-19,3457,15.837355363113804
pos,no_filler,30,norm,0.80682772397995,118164,这个名字,9.633401987230172e-07,4028,3.055063005639648
pos,no_filler,30,raw,0.9547712802886963,118164,这个名字,2.770875398763354e-19,403,3.055063005639648
pos,no_filler,31,norm,0.6208621859550476,118164,这个名字,2.1958981960779056e-05,99,5.406406712548252
pos,no_filler,31,raw,0.9493594169616699,118164,这个名字,1.4048148495177104e-13,11,5.406406712548252
pos,no_filler,32,norm,0.574262261390686,2130,____,0.004212007392197847,6,17.271039888958764
pos,no_filler,32,raw,0.9439288377761841,19846, Berlin,0.9439288377761841,1,17.271039888958764
pos,no_filler,33,norm,0.3159984350204468,2130,____,0.10618127137422562,3,38.337946013363165
pos,no_filler,33,raw,0.9892544746398926,19846, Berlin,0.9892544746398926,1,38.337946013363165
pos,no_filler,34,norm,0.6605415344238281,114121,柏林,0.30932337045669556,2,8.250344847884621
pos,no_filler,34,raw,0.9988765120506287,19846, Berlin,0.9988765120506287,1,8.250344847884621
pos,no_filler,35,norm,0.5455670952796936,114121,柏林,0.30303704738616943,2,26.934970682177912
pos,no_filler,35,raw,1.0,19846, Berlin,1.0,1,26.934970682177912
pos,no_filler,36,norm,0.9933292865753174,19846, Berlin,0.9933292865753174,1,0.20741836470537753
pos,no_filler,36,raw,1.0,19846, Berlin,1.0,1,0.20741836470537753
pos,no_filler,37,norm,0.49612778425216675,19846, Berlin,0.49612778425216675,1,47.89556125940254
pos,no_filler,37,raw,1.0,19846, Berlin,1.0,1,47.89556125940254
pos,no_filler,38,norm,0.5452665686607361,30743, ____,0.3509978950023651,2,63.21031087754772
pos,no_filler,38,raw,1.0,19846, Berlin,1.0,1,63.21031087754772
pos,no_filler,39,norm,0.7407394051551819,19846, Berlin,0.7407394051551819,1,10.020443949151717
pos,no_filler,39,raw,1.0,19846, Berlin,1.0,1,10.020443949151717
pos,no_filler,40,norm,0.38328495621681213,1128, what,0.17960435152053833,2,28.21208633026099
pos,no_filler,40,raw,0.9124837517738342,19846, Berlin,0.9124837517738342,1,28.21208633026099
ctl,orig,25,norm,0.0009393540094606578,107946,年夜,1.4539768017129973e-05,11264,8.365875225497618
ctl,orig,25,raw,0.458451509475708,33323,-minded,3.9500974935435806e-07,9908,8.365875225497618
ctl,orig,26,norm,0.002205119701102376,2130,____,7.974557956913486e-05,139,11.409901416500796
ctl,orig,26,raw,0.355663925409317,118164,这个名字,0.00029889881261624396,59,11.409901416500796
ctl,orig,27,norm,0.014859570190310478,2130,____,0.00013552144810091704,180,16.205615622030905
ctl,orig,27,raw,0.6831860542297363,118164,这个名字,4.8702881031204015e-05,53,16.205615622030905
ctl,orig,28,norm,0.03126216679811478,2130,____,0.00014501644182018936,323,24.92011825495373
ctl,orig,28,raw,0.9694585800170898,118164,这个名字,4.2553978119030944e-08,83,24.92011825495373
ctl,orig,29,norm,0.025470998138189316,2130,____,0.00045431152102537453,85,29.098044637221697
ctl,orig,29,raw,0.768055260181427,33323,-minded,3.575708973357905e-08,39,29.098044637221697
ctl,orig,30,norm,0.17994974553585052,118164,这个名字,0.0004519539070315659,103,20.807565917931733
ctl,orig,30,raw,0.9700571298599243,118164,这个名字,1.3787866848247177e-08,26,20.807565917931733
ctl,orig,31,norm,0.5666130185127258,2130,____,0.000764707918278873,33,17.842122727691393
ctl,orig,31,raw,0.7771615386009216,33323,-minded,1.0216695045528468e-06,8,17.842122727691393
ctl,orig,32,norm,0.8781651258468628,2130,____,0.0062798126600682735,6,17.543959845543558
ctl,orig,32,raw,0.9969373941421509,12095, Paris,0.9969373941421509,1,17.543959845543558
ctl,orig,33,norm,0.6557254195213318,2130,____,0.19492800533771515,2,45.04130141329199
ctl,orig,33,raw,0.6513888835906982,12095, Paris,0.6513888835906982,1,45.04130141329199
ctl,orig,34,norm,0.8801227807998657,2130,____,0.07759633660316467,2,62.93667409727413
ctl,orig,34,raw,0.9084147810935974,12095, Paris,0.9084147810935974,1,62.93667409727413
ctl,orig,35,norm,0.4850117564201355,12095, Paris,0.4850117564201355,1,47.19063051487882
ctl,orig,35,raw,0.9987817406654358,12095, Paris,0.9987817406654358,1,47.19063051487882
ctl,orig,36,norm,0.9741542935371399,12095, Paris,0.9741542935371399,1,0.35289664025673056
ctl,orig,36,raw,0.999247670173645,12095, Paris,0.999247670173645,1,0.35289664025673056
ctl,orig,37,norm,0.46658745408058167,2130,____,0.07795644551515579,3,90.51691818204448
ctl,orig,37,raw,0.9999997615814209,12095, Paris,0.9999997615814209,1,90.51691818204448
ctl,orig,38,norm,0.5001285672187805,2130,____,0.019440826028585434,3,95.63382305874234
ctl,orig,38,raw,1.0,12095, Paris,1.0,1,95.63382305874234
ctl,orig,39,norm,0.8522966504096985,12095, Paris,0.8522966504096985,1,13.534316423353037
ctl,orig,39,raw,1.0,12095, Paris,1.0,1,13.534316423353037
ctl,orig,40,norm,0.24307861924171448,12095, Paris,0.24307861924171448,1,20.540483740447826
ctl,orig,40,raw,0.7767886519432068,419, this,0.17733511328697205,2,20.540483740447826
